surah,ayah,word_pos,arabic_form,verb_kind,speaker,verse_sahih
10,69,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Indeed, those who invent falsehood about Allah will not succeed."""
10,71,6,qaAla,qala,Noah,"And recite to them the news of Noah, when he said to his people, ""O my people, if my residence and my reminding of the signs of Allah has become burdensome upon you - then I have relied upon Allah. So resolve upon your plan and [call upon] your associates. Then let not your plan be obscure to you. T"
10,76,6,qaAlu,qalu,Moses,"So when there came to them the truth from Us, they said, ""Indeed, this is obvious magic."""
10,77,1,qaAla,qala,Moses,"Moses said, ""Do you say [thus] about the truth when it has come to you? Is this magic? But magicians will not succeed."""
10,77,3,taquwlu,other,Moses,"Moses said, ""Do you say [thus] about the truth when it has come to you? Is this magic? But magicians will not succeed."""
10,78,1,qaAlu,qalu,Moses,"They said, ""Have you come to us to turn us away from that upon which we found our fathers and so that you two may have grandeur in the land? And we are not believers in you."""
10,79,1,qaAla,qala,Pharaoh,"And Pharaoh said, ""Bring to me every learned magician."""
10,80,4,qaAla,qala,Moses,"So when the magicians came, Moses said to them, ""Throw down whatever you will throw."""
10,81,3,qaAla,qala,Moses,"And when they had thrown, Moses said, ""What you have brought is [only] magic. Indeed, Allah will expose its worthlessness. Indeed, Allah does not amend the work of corrupters."
10,84,1,qaAla,qala,Moses,"And Moses said, ""O my people, if you have believed in Allah, then rely upon Him, if you should be Muslims."""
10,85,1,qaAlu,qalu,Moses,"So they said, ""Upon Allah do we rely. Our Lord, make us not [objects of] trial for the wrongdoing people"
10,88,1,qaAla,qala,Moses,"And Moses said, ""Our Lord, indeed You have given Pharaoh and his establishment splendor and wealth in the worldly life, our Lord, that they may lead [men] astray from Your way. Our Lord, obliterate their wealth and harden their hearts so that they will not believe until they see the painful punishme"
10,89,1,qaAla,qala,Moses,"[Allah] said, ""Your supplication has been answered."" So remain on a right course and follow not the way of those who do not know."""
10,90,14,qaAla,qala,Pharaoh,"And We took the Children of Israel across the sea, and Pharaoh and his soldiers pursued them in tyranny and enmity until, when drowning overtook him, he said, ""I believe that there is no deity except that in whom the Children of Israel believe, and I am of the Muslims."""
10,101,1,quli,qul,GOD->Muhammad (Qul),"Say, ""Observe what is in the heavens and earth."" But of no avail will be signs or warners to a people who do not believe"
10,102,10,qulo,qul,GOD->Muhammad (Qul),"So do they wait except for like [what occurred in] the days of those who passed on before them? Say, ""Then wait; indeed, I am with you among those who wait."""
10,104,1,qulo,qul,GOD->Muhammad (Qul),"Say, [O Muhammad], ""O people, if you are in doubt as to my religion - then I do not worship those which you worship besides Allah; but I worship Allah, who causes your death. And I have been commanded to be of the believers"
10,108,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""O mankind, the truth has come to you from your Lord, so whoever is guided is only guided for [the benefit of] his soul, and whoever goes astray only goes astray [in violation] against it. And I am not over you a manager."""
11,7,18,qulo,other,UNCLASSIFIED,"And it is He who created the heavens and the earth in six days - and His Throne had been upon water - that He might test you as to which of you is best in deed. But if you say, ""Indeed, you are resurrected after death,"" those who disbelieve will surely say, ""This is not but obvious magic."""
11,7,24,yaquwla,yaqulu,UNCLASSIFIED,"And it is He who created the heavens and the earth in six days - and His Throne had been upon water - that He might test you as to which of you is best in deed. But if you say, ""Indeed, you are resurrected after death,"" those who disbelieve will surely say, ""This is not but obvious magic."""
11,8,8,yaquwlu,yaquluna,UNCLASSIFIED,"And if We hold back from them the punishment for a limited time, they will surely say, ""What detains it?"" Unquestionably, on the Day it comes to them, it will not be averted from them, and they will be enveloped by what they used to ridicule."
11,10,7,yaquwla,yaqulu,UNCLASSIFIED,"But if We give him a taste of favor after hardship has touched him, he will surely say, ""Bad times have left me."" Indeed, he is exultant and boastful -"
11,12,11,yaquwlu,yaquluna,Angels,"Then would you possibly leave [out] some of what is revealed to you, or is your breast constrained by it because they say, ""Why has there not been sent down to him a treasure or come with him an angel?"" But you are only a warner. And Allah is Disposer of all things."
11,13,2,yaquwlu,yaquluna,Angels,"Or do they say, ""He invented it""? Say, ""Then bring ten surahs like it that have been invented and call upon [for assistance] whomever you can besides Allah, if you should be truthful."""
11,13,4,qulo,qul,GOD->Muhammad (Qul),"Or do they say, ""He invented it""? Say, ""Then bring ten surahs like it that have been invented and call upon [for assistance] whomever you can besides Allah, if you should be truthful."""
11,18,12,yaquwlu,yaqulu,Moses,"And who is more unjust than he who invents a lie about Allah? Those will be presented before their Lord, and the witnesses will say, ""These are the ones who lied against their Lord."" Unquestionably, the curse of Allah is upon the wrongdoers."
11,27,1,qaAla,qala,UNCLASSIFIED,"So the eminent among those who disbelieved from his people said, ""We do not see you but as a man like ourselves, and we do not see you followed except by those who are the lowest of us [and] at first suggestion. And we do not see in you over us any merit; rather, we think you are liars."""
11,28,1,qaAla,qala,UNCLASSIFIED,"He said, ""O my people have you considered: if I should be upon clear evidence from my Lord while He has given me mercy from Himself but it has been made unapparent to you, should we force it upon you while you are averse to it?"
11,31,2,>aquwlu,aqulu,Angels,"And I do not tell you that I have the depositories [containing the provision] of Allah or that I know the unseen, nor do I tell you that I am an angel, nor do I say of those upon whom your eyes look down that Allah will never grant them any good. Allah is most knowing of what is within their souls. "
11,31,11,>aquwlu,aqulu,Angels,"And I do not tell you that I have the depositories [containing the provision] of Allah or that I know the unseen, nor do I tell you that I am an angel, nor do I say of those upon whom your eyes look down that Allah will never grant them any good. Allah is most knowing of what is within their souls. "
11,31,15,>aquwlu,aqulu,Angels,"And I do not tell you that I have the depositories [containing the provision] of Allah or that I know the unseen, nor do I tell you that I am an angel, nor do I say of those upon whom your eyes look down that Allah will never grant them any good. Allah is most knowing of what is within their souls. "
11,32,1,qaAlu,qalu,Noah,"They said, ""O Noah, you have disputed us and been frequent in dispute of us. So bring us what you threaten us, if you should be of the truthful."""
11,33,1,qaAla,qala,Noah,"He said, ""Allah will only bring it to you if He wills, and you will not cause [Him] failure."
11,35,2,yaquwlu,yaquluna,Noah,"Or do they say [about Prophet Muhammad], ""He invented it""? Say, ""If I have invented it, then upon me is [the consequence of] my crime; but I am innocent of what [crimes] you commit."""
11,35,4,qulo,qul,GOD->Muhammad (Qul),"Or do they say [about Prophet Muhammad], ""He invented it""? Say, ""If I have invented it, then upon me is [the consequence of] my crime; but I am innocent of what [crimes] you commit."""
11,38,11,qaAla,qala,Noah,"And he constructed the ship, and whenever an assembly of the eminent of his people passed by him, they ridiculed him. He said, ""If you ridicule us, then we will ridicule you just as you ridicule."
11,40,7,qulo,qulna,GOD (We said),"[So it was], until when Our command came and the oven overflowed, We said, ""Load upon the ship of each [creature] two mates and your family, except those about whom the word has preceded, and [include] whoever has believed."" But none had believed with him, except a few."
11,41,1,qaAla,qala,Noah,"And [Noah] said, ""Embark therein; in the name of Allah is its course and its anchorage. Indeed, my Lord is Forgiving and Merciful."""
11,43,1,qaAla,qala,Noah,"[But] he said, ""I will take refuge on a mountain to protect me from the water."" [Noah] said, ""There is no protector today from the decree of Allah, except for whom He gives mercy."" And the waves came between them, and he was among the drowned."
11,43,8,qaAla,qala,Noah,"[But] he said, ""I will take refuge on a mountain to protect me from the water."" [Noah] said, ""There is no protector today from the decree of Allah, except for whom He gives mercy."" And the waves came between them, and he was among the drowned."
11,44,1,qiyla,qila,Noah,"And it was said, ""O earth, swallow your water, and O sky, withhold [your rain]."" And the water subsided, and the matter was accomplished, and the ship came to rest on the [mountain of] Judiyy. And it was said, ""Away with the wrongdoing people."""
11,44,14,qiyla,qila,Noah,"And it was said, ""O earth, swallow your water, and O sky, withhold [your rain]."" And the water subsided, and the matter was accomplished, and the ship came to rest on the [mountain of] Judiyy. And it was said, ""Away with the wrongdoing people."""
11,45,4,qaAla,qala,Noah,"And Noah called to his Lord and said, ""My Lord, indeed my son is of my family; and indeed, Your promise is true; and You are the most just of judges!"""
11,46,1,qaAla,qala,Noah,"He said, ""O Noah, indeed he is not of your family; indeed, he is [one whose] work was other than righteous, so ask Me not for that about which you have no knowledge. Indeed, I advise you, lest you be among the ignorant."""
11,47,1,qaAla,qala,Noah,"[Noah] said, ""My Lord, I seek refuge in You from asking that of which I have no knowledge. And unless You forgive me and have mercy upon me, I will be among the losers."""
11,48,1,qiyla,qila,Noah,"It was said, ""O Noah, disembark in security from Us and blessings upon you and upon nations [descending] from those with you. But other nations [of them] We will grant enjoyment; then there will touch them from Us a painful punishment."""
11,50,5,qaAla,qala,Hud,"And to 'Aad [We sent] their brother Hud. He said, ""O my people, worship Allah; you have no deity other than Him. You are not but inventors [of falsehood]."
11,53,1,qaAlu,qalu,Hud,"They said, ""O Hud, you have not brought us clear evidence, and we are not ones to leave our gods on your say-so. Nor are we believers in you."
11,54,2,n~aquwlu,naqulu,GOD (We say),"We only say that some of our gods have possessed you with evil."" He said, ""Indeed, I call Allah to witness, and witness [yourselves] that I am free from whatever you associate with Allah"
11,54,8,qaAla,qala,Hud,"We only say that some of our gods have possessed you with evil."" He said, ""Indeed, I call Allah to witness, and witness [yourselves] that I am free from whatever you associate with Allah"
11,61,5,qaAla,qala,Salih,"And to Thamud [We sent] their brother Salih. He said, ""O my people, worship Allah; you have no deity other than Him. He has produced you from the earth and settled you in it, so ask forgiveness of Him and then repent to Him. Indeed, my Lord is near and responsive."""
11,62,1,qaAlu,qalu,Salih,"They said, ""O Salih, you were among us a man of promise before this. Do you forbid us to worship what our fathers worshipped? And indeed we are, about that to which you invite us, in disquieting doubt."""
11,63,1,qaAla,qala,Salih,"He said, ""O my people, have you considered: if I should be upon clear evidence from my Lord and He has given me mercy from Himself, who would protect me from Allah if I disobeyed Him? So you would not increase me except in loss."
11,65,2,qaAla,qala,Salih,"But they hamstrung her, so he said, ""Enjoy yourselves in your homes for three days. That is a promise not to be denied."""
11,69,6,qaAlu,qalu,Abraham,"And certainly did Our messengers come to Abraham with good tidings; they said, ""Peace."" He said, ""Peace,"" and did not delay in bringing [them] a roasted calf."
11,69,8,qaAla,qala,Abraham,"And certainly did Our messengers come to Abraham with good tidings; they said, ""Peace."" He said, ""Peace,"" and did not delay in bringing [them] a roasted calf."
11,70,11,qaAlu,qalu,Lot,"But when he saw their hands not reaching for it, he distrusted them and felt from them apprehension. They said, ""Fear not. We have been sent to the people of Lot."""
11,72,1,qaAlato,qalat,Jacob,"She said, ""Woe to me! Shall I give birth while I am an old woman and this, my husband, is an old man? Indeed, this is an amazing thing!"""
11,73,1,qaAlu,qalu,Jacob,"They said, ""Are you amazed at the decree of Allah? May the mercy of Allah and His blessings be upon you, people of the house. Indeed, He is Praiseworthy and Honorable."""
11,77,10,qaAla,qala,Lot,"And when Our messengers, [the angels], came to Lot, he was anguished for them and felt for them great discomfort and said, ""This is a trying day."""
11,78,10,qaAla,qala,Lot,"And his people came hastening to him, and before [this] they had been doing evil deeds. He said, ""O my people, these are my daughters; they are purer for you. So fear Allah and do not disgrace me concerning my guests. Is there not among you a man of reason?"""
11,79,1,qaAlu,qalu,Lot,"They said, ""You have already known that we have not concerning your daughters any claim, and indeed, you know what we want."""
11,80,1,qaAla,qala,Lot,"He said, ""If only I had against you some power or could take refuge in a strong support."""
11,81,1,qaAlu,qalu,Lot,"The angels said, ""O Lot, indeed we are messengers of your Lord; [therefore], they will never reach you. So set out with your family during a portion of the night and let not any among you look back - except your wife; indeed, she will be struck by that which strikes them. Indeed, their appointment i"
11,84,5,qaAla,qala,Disbelievers,"And to Madyan [We sent] their brother Shu'ayb. He said, ""O my people, worship Allah; you have no deity other than Him. And do not decrease from the measure and the scale. Indeed, I see you in prosperity, but indeed, I fear for you the punishment of an all-encompassing Day."
11,87,1,qaAlu,qalu,Disbelievers,"They said, ""O Shu'ayb, does your prayer command you that we should leave what our fathers worship or not do with our wealth what we please? Indeed, you are the forbearing, the discerning!"""
11,88,1,qaAla,qala,Disbelievers,"He said, ""O my people, have you considered: if I am upon clear evidence from my Lord and He has provided me with a good provision from Him...? And I do not intend to differ from you in that which I have forbidden you; I only intend reform as much as I am able. And my success is not but through Allah"
11,91,1,qaAlu,qalu,Disbelievers,"They said, ""O Shu'ayb, we do not understand much of what you say, and indeed, we consider you among us as weak. And if not for your family, we would have stoned you [to death]; and you are not to us one respected."""
11,91,7,taquwlu,other,Disbelievers,"They said, ""O Shu'ayb, we do not understand much of what you say, and indeed, we consider you among us as weak. And if not for your family, we would have stoned you [to death]; and you are not to us one respected."""
11,92,1,qaAla,qala,Disbelievers,"He said, ""O my people, is my family more respected for power by you than Allah? But you put Him behind your backs [in neglect]. Indeed, my Lord is encompassing of what you do."
11,121,1,qul,qul,GOD->Muhammad (Qul),"And say to those who do not believe, ""Work according to your position; indeed, we are working."
12,4,2,qaAla,qala,Joseph,"[Of these stories mention] when Joseph said to his father, ""O my father, indeed I have seen [in a dream] eleven stars and the sun and the moon; I saw them prostrating to me."""
12,5,1,qaAla,qala,Iblis/Satan,"He said, ""O my son, do not relate your vision to your brothers or they will contrive against you a plan. Indeed Satan, to man, is a manifest enemy."
12,8,2,qaAlu,qalu,Joseph,"When they said, ""Joseph and his brother are more beloved to our father than we, while we are a clan. Indeed, our father is in clear error."
12,10,1,qaAla,qala,Joseph,"Said a speaker among them, ""Do not kill Joseph but throw him into the bottom of the well; some travelers will pick him up - if you would do [something]."""
12,11,1,qaAlu,qalu,Joseph,"They said, ""O our father, why do you not entrust us with Joseph while indeed, we are to him sincere counselors?"
12,13,1,qaAla,qala,Jacob,"[Jacob] said, ""Indeed, it saddens me that you should take him, and I fear that a wolf would eat him while you are of him unaware."""
12,14,1,qaAlu,qalu,Jacob,"They said, ""If a wolf should eat him while we are a [strong] clan, indeed, we would then be losers."""
12,17,1,qaAlu,qalu,Joseph,"They said, ""O our father, indeed we went racing each other and left Joseph with our possessions, and a wolf ate him. But you would not believe us, even if we were truthful."""
12,18,6,qaAla,qala,Jacob,"And they brought upon his shirt false blood. [Jacob] said, ""Rather, your souls have enticed you to something, so patience is most fitting. And Allah is the one sought for help against that which you describe."""
12,19,7,qaAla,qala,Jacob,"And there came a company of travelers; then they sent their water drawer, and he let down his bucket. He said, ""Good news! Here is a boy."" And they concealed him, [taking him] as merchandise; and Allah was knowing of what they did."
12,21,1,qaAla,qala,Joseph,"And the one from Egypt who bought him said to his wife, ""Make his residence comfortable. Perhaps he will benefit us, or we will adopt him as a son."" And thus, We established Joseph in the land that We might teach him the interpretation of events. And Allah is predominant over His affair, but most of"
12,23,10,qaAlato,qalat,Joseph,"And she, in whose house he was, sought to seduce him. She closed the doors and said, ""Come, you."" He said, ""[I seek] the refuge of Allah. Indeed, he is my master, who has made good my residence. Indeed, wrongdoers will not succeed."""
12,23,13,qaAla,qala,Joseph,"And she, in whose house he was, sought to seduce him. She closed the doors and said, ""Come, you."" He said, ""[I seek] the refuge of Allah. Indeed, he is my master, who has made good my residence. Indeed, wrongdoers will not succeed."""
12,25,11,qaAlato,qalat,Joseph,"And they both raced to the door, and she tore his shirt from the back, and they found her husband at the door. She said, ""What is the recompense of one who intended evil for your wife but that he be imprisoned or a painful punishment?"""
12,26,1,qaAla,qala,Joseph,"[Joseph] said, ""It was she who sought to seduce me."" And a witness from her family testified. ""If his shirt is torn from the front, then she has told the truth, and he is of the liars."
12,28,7,qaAla,qala,Joseph,"So when her husband saw his shirt torn from the back, he said, ""Indeed, it is of the women's plan. Indeed, your plan is great."
12,30,1,qaAla,qala,Joseph,"And women in the city said, ""The wife of al-'Azeez is seeking to seduce her slave boy; he has impassioned her with love. Indeed, we see her [to be] in clear error."""
12,31,14,qaAlati,qalat,Joseph,"So when she heard of their scheming, she sent for them and prepared for them a banquet and gave each one of them a knife and said [to Joseph], ""Come out before them."" And when they saw him, they greatly admired him and cut their hands and said, ""Perfect is Allah! This is not a man; this is none but "
12,31,22,qulo,other,Joseph,"So when she heard of their scheming, she sent for them and prepared for them a banquet and gave each one of them a knife and said [to Joseph], ""Come out before them."" And when they saw him, they greatly admired him and cut their hands and said, ""Perfect is Allah! This is not a man; this is none but "
12,32,1,qaAlato,qalat,Joseph,"She said, ""That is the one about whom you blamed me. And I certainly sought to seduce him, but he firmly refused; and if he will not do what I order him, he will surely be imprisoned and will be of those debased."""
12,33,1,qaAla,qala,Joseph,"He said, ""My Lord, prison is more to my liking than that to which they invite me. And if You do not avert from me their plan, I might incline toward them and [thus] be of the ignorant."""
12,36,5,qaAla,qala,Joseph,"And there entered the prison with him two young men. One of them said, ""Indeed, I have seen myself [in a dream] pressing wine."" The other said, ""Indeed, I have seen myself carrying upon my head [some] bread, from which the birds were eating. Inform us of its interpretation; indeed, we see you to be "
12,36,11,qaAla,qala,Joseph,"And there entered the prison with him two young men. One of them said, ""Indeed, I have seen myself [in a dream] pressing wine."" The other said, ""Indeed, I have seen myself carrying upon my head [some] bread, from which the birds were eating. Inform us of its interpretation; indeed, we see you to be "
12,37,1,qaAla,qala,Disbelievers,"He said, ""You will not receive food that is provided to you except that I will inform you of its interpretation before it comes to you. That is from what my Lord has taught me. Indeed, I have left the religion of a people who do not believe in Allah, and they, in the Hereafter, are disbelievers."
12,42,1,qaAla,qala,Joseph,"And he said to the one whom he knew would go free, ""Mention me before your master."" But Satan made him forget the mention [to] his master, and Joseph remained in prison several years."
12,43,1,qaAla,qala,Joseph,"And [subsequently] the king said, ""Indeed, I have seen [in a dream] seven fat cows being eaten by seven [that were] lean, and seven green spikes [of grain] and others [that were] dry. O eminent ones, explain to me my vision, if you should interpret visions."""
12,44,1,qaAlu,qalu,Joseph,"They said, ""[It is but] a mixture of false dreams, and we are not learned in the interpretation of dreams."""
12,45,1,qaAla,qala,Joseph,"But the one who was freed and remembered after a time said, ""I will inform you of its interpretation, so send me forth."""
12,47,1,qaAla,qala,Joseph,"[Joseph] said, ""You will plant for seven years consecutively; and what you harvest leave in its spikes, except a little from which you will eat."
12,50,1,qaAla,qala,Joseph,"And the king said, ""Bring him to me."" But when the messenger came to him, [Joseph] said, ""Return to your master and ask him what is the case of the women who cut their hands. Indeed, my Lord is Knowing of their plan."""
12,50,8,qaAla,qala,Joseph,"And the king said, ""Bring him to me."" But when the messenger came to him, [Joseph] said, ""Return to your master and ask him what is the case of the women who cut their hands. Indeed, my Lord is Knowing of their plan."""
12,51,1,qaAla,qala,Joseph,"Said [the king to the women], ""What was your condition when you sought to seduce Joseph?"" They said, ""Perfect is Allah! We know about him no evil."" The wife of al-'Azeez said, ""Now the truth has become evident. It was I who sought to seduce him, and indeed, he is of the truthful."
12,51,9,qulo,other,Joseph,"Said [the king to the women], ""What was your condition when you sought to seduce Joseph?"" They said, ""Perfect is Allah! We know about him no evil."" The wife of al-'Azeez said, ""Now the truth has become evident. It was I who sought to seduce him, and indeed, he is of the truthful."
12,51,17,qaAlati,qalat,Joseph,"Said [the king to the women], ""What was your condition when you sought to seduce Joseph?"" They said, ""Perfect is Allah! We know about him no evil."" The wife of al-'Azeez said, ""Now the truth has become evident. It was I who sought to seduce him, and indeed, he is of the truthful."
12,54,1,qaAla,qala,Joseph,"And the king said, ""Bring him to me; I will appoint him exclusively for myself."" And when he spoke to him, he said, ""Indeed, you are today established [in position] and trusted."""
12,54,9,qaAla,qala,Joseph,"And the king said, ""Bring him to me; I will appoint him exclusively for myself."" And when he spoke to him, he said, ""Indeed, you are today established [in position] and trusted."""
12,55,1,qaAla,qala,Joseph,"[Joseph] said, ""Appoint me over the storehouses of the land. Indeed, I will be a knowing guardian."""
12,59,4,qaAla,qala,Joseph,"And when he had furnished them with their supplies, he said, ""Bring me a brother of yours from your father. Do not you see that I give full measure and that I am the best of accommodators?"
12,61,1,qaAlu,qalu,Joseph,"They said, ""We will attempt to dissuade his father from [keeping] him, and indeed, we will do [it]."""
12,62,1,qaAla,qala,Joseph,"And [Joseph] said to his servants, ""Put their merchandise into their saddlebags so they might recognize it when they have gone back to their people that perhaps they will [again] return."""
12,63,5,qaAlu,qalu,Joseph,"So when they returned to their father, they said, ""O our father, [further] measure has been denied to us, so send with us our brother [that] we will be given measure. And indeed, we will be his guardians."""
12,64,1,qaAla,qala,Joseph,"He said, ""Should I entrust you with him except [under coercion] as I entrusted you with his brother before? But Allah is the best guardian, and He is the most merciful of the merciful."""
12,65,8,qaAlu,qalu,Joseph,"And when they opened their baggage, they found their merchandise returned to them. They said, ""O our father, what [more] could we desire? This is our merchandise returned to us. And we will obtain supplies for our family and protect our brother and obtain an increase of a camel's load; that is an ea"
12,66,1,qaAla,qala,Jacob,"[Jacob] said, ""Never will I send him with you until you give me a promise by Allah that you will bring him [back] to me, unless you should be surrounded by enemies."" And when they had given their promise, he said, ""Allah, over what we say, is Witness."""
12,66,19,qaAla,qala,Jacob,"[Jacob] said, ""Never will I send him with you until you give me a promise by Allah that you will bring him [back] to me, unless you should be surrounded by enemies."" And when they had given their promise, he said, ""Allah, over what we say, is Witness."""
12,66,23,naquwlu,naqulu,GOD (We say),"[Jacob] said, ""Never will I send him with you until you give me a promise by Allah that you will bring him [back] to me, unless you should be surrounded by enemies."" And when they had given their promise, he said, ""Allah, over what we say, is Witness."""
12,67,1,qaAla,qala,Jacob,"And he said, ""O my sons, do not enter from one gate but enter from different gates; and I cannot avail you against [the decree of] Allah at all. The decision is only for Allah; upon Him I have relied, and upon Him let those who would rely [indeed] rely."""
12,69,8,qaAla,qala,Joseph,"And when they entered upon Joseph, he took his brother to himself; he said, ""Indeed, I am your brother, so do not despair over what they used to do [to me]."""
12,71,1,qaAlu,qalu,Joseph,"They said while approaching them, ""What is it you are missing?"""
12,72,1,qaAlu,qalu,Joseph,"They said, ""We are missing the measure of the king. And for he who produces it is [the reward of] a camel's load, and I am responsible for it."""
12,73,1,qaAlu,qalu,Joseph,"They said, ""By Allah, you have certainly known that we did not come to cause corruption in the land, and we have not been thieves."""
12,74,1,qaAlu,qalu,Joseph,"The accusers said, ""Then what would be its recompense if you should be liars?"""
12,75,1,qaAlu,qalu,Disbelievers,"[The brothers] said, ""Its recompense is that he in whose bag it is found - he [himself] will be its recompense. Thus do we recompense the wrongdoers."""
12,77,1,qaAlu,qalu,Joseph,"They said, ""If he steals - a brother of his has stolen before."" But Joseph kept it within himself and did not reveal it to them. He said, ""You are worse in position, and Allah is most knowing of what you describe."""
12,77,17,qaAla,qala,Joseph,"They said, ""If he steals - a brother of his has stolen before."" But Joseph kept it within himself and did not reveal it to them. He said, ""You are worse in position, and Allah is most knowing of what you describe."""
12,78,1,qaAlu,qalu,Joseph,"They said, ""O 'Azeez, indeed he has a father [who is] an old man, so take one of us in place of him. Indeed, we see you as a doer of good."""
12,79,1,qaAla,qala,Joseph,"He said, ""[I seek] the refuge of Allah [to prevent] that we take except him with whom we found our possession. Indeed, we would then be unjust."""
12,80,6,qaAla,qala,Joseph,"So when they had despaired of him, they secluded themselves in private consultation. The eldest of them said, ""Do you not know that your father has taken upon you an oath by Allah and [that] before you failed in [your duty to] Joseph? So I will never leave [this] land until my father permits me or A"
12,81,4,quwlu,other,Joseph,"Return to your father and say, ""O our father, indeed your son has stolen, and we did not testify except to what we knew. And we were not witnesses of the unseen,"
12,83,1,qaAla,qala,Jacob,"[Jacob] said, ""Rather, your souls have enticed you to something, so patience is most fitting. Perhaps Allah will bring them to me all together. Indeed it is He who is the Knowing, the Wise."""
12,84,3,qaAla,qala,Joseph,"And he turned away from them and said, ""Oh, my sorrow over Joseph,"" and his eyes became white from grief, for he was [of that] a suppressor."
12,85,1,qaAlu,qalu,Joseph,"They said, ""By Allah, you will not cease remembering Joseph until you become fatally ill or become of those who perish."""
12,86,1,qaAla,qala,Joseph,"He said, ""I only complain of my suffering and my grief to Allah, and I know from Allah that which you do not know."
12,88,4,qaAlu,qalu,Joseph,"So when they entered upon Joseph, they said, ""O 'Azeez, adversity has touched us and our family, and we have come with goods poor in quality, but give us full measure and be charitable to us. Indeed, Allah rewards the charitable."""
12,89,1,qaAla,qala,Joseph,"He said, ""Do you know what you did with Joseph and his brother when you were ignorant?"""
12,90,1,qaAlu,qalu,Joseph,"They said, ""Are you indeed Joseph?"" He said ""I am Joseph, and this is my brother. Allah has certainly favored us. Indeed, he who fears Allah and is patient, then indeed, Allah does not allow to be lost the reward of those who do good."""
12,90,5,qaAla,qala,Joseph,"They said, ""Are you indeed Joseph?"" He said ""I am Joseph, and this is my brother. Allah has certainly favored us. Indeed, he who fears Allah and is patient, then indeed, Allah does not allow to be lost the reward of those who do good."""
12,91,1,qaAlu,qalu,Joseph,"They said, ""By Allah, certainly has Allah preferred you over us, and indeed, we have been sinners."""
12,92,1,qaAla,qala,Joseph,"He said, ""No blame will there be upon you today. Allah will forgive you; and He is the most merciful of the merciful."""
12,94,4,qaAla,qala,Joseph,"And when the caravan departed [from Egypt], their father said, ""Indeed, I find the smell of Joseph [and would say that he was alive] if you did not think me weakened in mind."""
12,95,1,qaAlu,qalu,Joseph,"They said, ""By Allah, indeed you are in your [same] old error."""
12,96,10,qaAla,qala,Joseph,"And when the bearer of good tidings arrived, he cast it over his face, and he returned [once again] seeing. He said, ""Did I not tell you that I know from Allah that which you do not know?"""
12,96,12,>aqul,aqulu,Joseph,"And when the bearer of good tidings arrived, he cast it over his face, and he returned [once again] seeing. He said, ""Did I not tell you that I know from Allah that which you do not know?"""
12,97,1,qaAlu,qalu,Joseph,"They said, ""O our father, ask for us forgiveness of our sins; indeed, we have been sinners."""
12,98,1,qaAla,qala,Joseph,"He said, ""I will ask forgiveness for you from my Lord. Indeed, it is He who is the Forgiving, the Merciful."""
12,99,8,qaAla,qala,Joseph,"And when they entered upon Joseph, he took his parents to himself and said, ""Enter Egypt, Allah willing, safe [and secure]."""
12,100,8,qaAla,qala,Iblis/Satan,"And he raised his parents upon the throne, and they bowed to him in prostration. And he said, ""O my father, this is the explanation of my vision of before. My Lord has made it reality. And He was certainly good to me when He took me out of prison and brought you [here] from bedouin life after Satan "
12,108,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""This is my way; I invite to Allah with insight, I and those who follow me. And exalted is Allah; and I am not of those who associate others with Him."""
13,7,1,yaquwlu,yaqulu,UNCLASSIFIED,"And those who disbelieved say, ""Why has a sign not been sent down to him from his Lord?"" You are only a warner, and for every people is a guide."
13,16,1,qulo,qul,GOD->Muhammad (Qul),"Say, ""Who is Lord of the heavens and earth?"" Say, ""Allah."" Say, ""Have you then taken besides Him allies not possessing [even] for themselves any benefit or any harm?"" Say, ""Is the blind equivalent to the seeing? Or is darkness equivalent to light? Or have they attributed to Allah partners who create"
13,16,6,quli,qul,GOD->Muhammad (Qul),"Say, ""Who is Lord of the heavens and earth?"" Say, ""Allah."" Say, ""Have you then taken besides Him allies not possessing [even] for themselves any benefit or any harm?"" Say, ""Is the blind equivalent to the seeing? Or is darkness equivalent to light? Or have they attributed to Allah partners who create"
13,16,8,qulo,qul,GOD->Muhammad (Qul),"Say, ""Who is Lord of the heavens and earth?"" Say, ""Allah."" Say, ""Have you then taken besides Him allies not possessing [even] for themselves any benefit or any harm?"" Say, ""Is the blind equivalent to the seeing? Or is darkness equivalent to light? Or have they attributed to Allah partners who create"
13,16,19,qulo,qul,GOD->Muhammad (Qul),"Say, ""Who is Lord of the heavens and earth?"" Say, ""Allah."" Say, ""Have you then taken besides Him allies not possessing [even] for themselves any benefit or any harm?"" Say, ""Is the blind equivalent to the seeing? Or is darkness equivalent to light? Or have they attributed to Allah partners who create"
13,16,38,quli,qul,GOD->Muhammad (Qul),"Say, ""Who is Lord of the heavens and earth?"" Say, ""Allah."" Say, ""Have you then taken besides Him allies not possessing [even] for themselves any benefit or any harm?"" Say, ""Is the blind equivalent to the seeing? Or is darkness equivalent to light? Or have they attributed to Allah partners who create"
13,27,1,yaquwlu,yaqulu,UNCLASSIFIED,"And those who disbelieved say, ""Why has a sign not been sent down to him from his Lord?"" Say, [O Muhammad], ""Indeed, Allah leaves astray whom He wills and guides to Himself whoever turns back [to Him] -"
